date,N,publication_date,days_since_publication,n_diff,n_diff_pct,delay
2020-06-05,37,2020-06-17,12,7,0.233333333333333,7-13 Days
2020-06-06,25,2020-06-17,11,10,0.666666666666667,7-13 Days
2020-06-07,32,2020-06-17,10,10,0.454545454545455,7-13 Days
2020-06-08,37,2020-06-17,9,8,0.275862068965517,7-13 Days
2020-06-09,30,2020-06-17,8,13,0.764705882352941,7-13 Days
2020-06-10,31,2020-06-17,7,8,0.347826086956522,7-13 Days
2020-06-11,21,2020-06-17,6,11,1.1,5-6 Days
2020-06-12,14,2020-06-17,5,5,0.555555555555556,5-6 Days
2020-06-13,12,2020-06-17,4,4,0.5,3-4 Days
2020-06-14,13,2020-06-17,3,4,0.444444444444444,3-4 Days
2020-06-15,11,2020-06-17,2,3,0.375,2 Days
2020-06-16,6,2020-06-17,1,6,,1 Day
2020-06-17,1,2020-06-17,0,1,,Same day
,9,2020-06-18,,,,No Data
2020-03-01,0,2020-06-18,109,0,0,14 Days +
2020-03-02,0,2020-06-18,108,0,0,14 Days +
2020-03-03,0,2020-06-18,107,0,0,14 Days +
2020-03-04,0,2020-06-18,106,0,0,14 Days +
2020-03-05,0,2020-06-18,105,0,0,14 Days +
2020-03-06,0,2020-06-18,104,0,0,14 Days +
2020-03-07,0,2020-06-18,103,0,0,14 Days +
2020-03-08,0,2020-06-18,102,0,0,14 Days +
2020-03-09,0,2020-06-18,101,0,0,14 Days +
2020-03-10,0,2020-06-18,100,0,0,14 Days +
2020-03-11,1,2020-06-18,99,0,0,14 Days +
2020-03-12,0,2020-06-18,98,0,0,14 Days +
2020-03-13,1,2020-06-18,97,0,0,14 Days +
2020-03-14,1,2020-06-18,96,0,0,14 Days +
2020-03-15,2,2020-06-18,95,0,0,14 Days +
2020-03-16,2,2020-06-18,94,0,0,14 Days +
2020-03-17,1,2020-06-18,93,0,0,14 Days +
2020-03-18,6,2020-06-18,92,0,0,14 Days +
2020-03-19,7,2020-06-18,91,0,0,14 Days +
2020-03-20,9,2020-06-18,90,0,0,14 Days +
2020-03-21,8,2020-06-18,89,0,0,14 Days +
2020-03-22,11,2020-06-18,88,0,0,14 Days +
2020-03-23,11,2020-06-18,87,0,0,14 Days +
2020-03-24,21,2020-06-18,86,0,0,14 Days +
2020-03-25,22,2020-06-18,85,0,0,14 Days +
2020-03-26,31,2020-06-18,84,0,0,14 Days +
2020-03-27,32,2020-06-18,83,0,0,14 Days +
2020-03-28,35,2020-06-18,82,0,0,14 Days +
2020-03-29,38,2020-06-18,81,0,0,14 Days +
2020-03-30,45,2020-06-18,80,0,0,14 Days +
2020-03-31,48,2020-06-18,79,0,0,14 Days +
2020-04-01,53,2020-06-18,78,0,0,14 Days +
2020-04-02,70,2020-06-18,77,0,0,14 Days +
2020-04-03,79,2020-06-18,76,0,0,14 Days +
2020-04-04,70,2020-06-18,75,0,0,14 Days +
2020-04-05,86,2020-06-18,74,0,0,14 Days +
2020-04-06,90,2020-06-18,73,0,0,14 Days +
2020-04-07,84,2020-06-18,72,0,0,14 Days +
2020-04-08,115,2020-06-18,71,0,0,14 Days +
2020-04-09,86,2020-06-18,70,0,0,14 Days +
2020-04-10,90,2020-06-18,69,0,0,14 Days +
2020-04-11,103,2020-06-18,68,0,0,14 Days +
2020-04-12,97,2020-06-18,67,0,0,14 Days +
2020-04-13,85,2020-06-18,66,0,0,14 Days +
2020-04-14,91,2020-06-18,65,0,0,14 Days +
2020-04-15,115,2020-06-18,64,0,0,14 Days +
2020-04-16,111,2020-06-18,63,0,0,14 Days +
2020-04-17,82,2020-06-18,62,0,0,14 Days +
2020-04-18,86,2020-06-18,61,0,0,14 Days +
2020-04-19,88,2020-06-18,60,0,0,14 Days +
2020-04-20,85,2020-06-18,59,0,0,14 Days +
2020-04-21,62,2020-06-18,58,0,0,14 Days +
2020-04-22,77,2020-06-18,57,0,0,14 Days +
2020-04-23,86,2020-06-18,56,0,0,14 Days +
2020-04-24,89,2020-06-18,55,0,0,14 Days +
2020-04-25,73,2020-06-18,54,0,0,14 Days +
2020-04-26,75,2020-06-18,53,0,0,14 Days +
2020-04-27,73,2020-06-18,52,0,0,14 Days +
2020-04-28,82,2020-06-18,51,0,0,14 Days +
2020-04-29,83,2020-06-18,50,0,0,14 Days +
2020-04-30,78,2020-06-18,49,0,0,14 Days +
2020-05-01,78,2020-06-18,48,0,0,14 Days +
2020-05-02,73,2020-06-18,47,0,0,14 Days +
2020-05-03,75,2020-06-18,46,0,0,14 Days +
2020-05-04,84,2020-06-18,45,0,0,14 Days +
2020-05-05,72,2020-06-18,44,0,0,14 Days +
2020-05-06,73,2020-06-18,43,0,0,14 Days +
2020-05-07,80,2020-06-18,42,0,0,14 Days +
2020-05-08,60,2020-06-18,41,0,0,14 Days +
2020-05-09,67,2020-06-18,40,0,0,14 Days +
2020-05-10,74,2020-06-18,39,0,0,14 Days +
2020-05-11,64,2020-06-18,38,0,0,14 Days +
2020-05-12,60,2020-06-18,37,0,0,14 Days +
2020-05-13,51,2020-06-18,36,0,0,14 Days +
2020-05-14,47,2020-06-18,35,0,0,14 Days +
2020-05-15,57,2020-06-18,34,0,0,14 Days +
2020-05-16,48,2020-06-18,33,0,0,14 Days +
2020-05-17,53,2020-06-18,32,0,0,14 Days +
2020-05-18,61,2020-06-18,31,0,0,14 Days +
2020-05-19,39,2020-06-18,30,0,0,14 Days +
2020-05-20,54,2020-06-18,29,0,0,14 Days +
2020-05-21,52,2020-06-18,28,0,0,14 Days +
2020-05-22,54,2020-06-18,27,0,0,14 Days +
2020-05-23,56,2020-06-18,26,0,0,14 Days +
2020-05-24,43,2020-06-18,25,0,0,14 Days +
2020-05-25,41,2020-06-18,24,0,0,14 Days +
2020-05-26,27,2020-06-18,23,0,0,14 Days +
2020-05-27,39,2020-06-18,22,0,0,14 Days +
2020-05-28,39,2020-06-18,21,0,0,14 Days +
2020-05-29,40,2020-06-18,20,0,0,14 Days +
2020-05-30,38,2020-06-18,19,0,0,14 Days +
2020-05-31,43,2020-06-18,18,0,0,14 Days +
2020-06-01,40,2020-06-18,17,0,0,14 Days +
2020-06-02,36,2020-06-18,16,0,0,14 Days +
2020-06-03,24,2020-06-18,15,0,0,14 Days +
2020-06-04,44,2020-06-18,14,0,0,14 Days +
2020-06-05,37,2020-06-18,13,0,0,7-13 Days
2020-06-06,26,2020-06-18,12,1,0.04,7-13 Days
2020-06-07,34,2020-06-18,11,2,0.0625,7-13 Days
2020-06-08,37,2020-06-18,10,0,0,7-13 Days
2020-06-09,32,2020-06-18,9,2,0.0666666666666667,7-13 Days
2020-06-10,31,2020-06-18,8,0,0,7-13 Days
2020-06-11,22,2020-06-18,7,1,0.0476190476190477,7-13 Days
2020-06-12,14,2020-06-18,6,0,0,5-6 Days
2020-06-13,12,2020-06-18,5,0,0,5-6 Days
2020-06-14,14,2020-06-18,4,1,0.0769230769230769,3-4 Days
2020-06-15,11,2020-06-18,3,0,0,3-4 Days
2020-06-16,8,2020-06-18,2,2,0.333333333333333,2 Days
2020-06-17,4,2020-06-18,1,3,3,1 Day
2020-06-18,0,2020-06-18,0,0,0,Same day
,10,2020-06-22,,,,No Data
2020-03-01,0,2020-06-22,113,0,0,14 Days +
2020-03-02,0,2020-06-22,112,0,0,14 Days +
2020-03-03,0,2020-06-22,111,0,0,14 Days +
2020-03-04,0,2020-06-22,110,0,0,14 Days +
2020-03-05,0,2020-06-22,109,0,0,14 Days +
2020-03-06,0,2020-06-22,108,0,0,14 Days +
2020-03-07,0,2020-06-22,107,0,0,14 Days +
2020-03-08,0,2020-06-22,106,0,0,14 Days +
2020-03-09,0,2020-06-22,105,0,0,14 Days +
2020-03-10,0,2020-06-22,104,0,0,14 Days +
2020-03-11,1,2020-06-22,103,0,0,14 Days +
2020-03-12,0,2020-06-22,102,0,0,14 Days +
2020-03-13,1,2020-06-22,101,0,0,14 Days +
2020-03-14,1,2020-06-22,100,0,0,14 Days +
2020-03-15,2,2020-06-22,99,0,0,14 Days +
2020-03-16,2,2020-06-22,98,0,0,14 Days +
2020-03-17,1,2020-06-22,97,0,0,14 Days +
2020-03-18,6,2020-06-22,96,0,0,14 Days +
2020-03-19,7,2020-06-22,95,0,0,14 Days +
2020-03-20,9,2020-06-22,94,0,0,14 Days +
2020-03-21,8,2020-06-22,93,0,0,14 Days +
2020-03-22,11,2020-06-22,92,0,0,14 Days +
2020-03-23,11,2020-06-22,91,0,0,14 Days +
2020-03-24,21,2020-06-22,90,0,0,14 Days +
2020-03-25,22,2020-06-22,89,0,0,14 Days +
2020-03-26,31,2020-06-22,88,0,0,14 Days +
2020-03-27,32,2020-06-22,87,0,0,14 Days +
2020-03-28,35,2020-06-22,86,0,0,14 Days +
2020-03-29,38,2020-06-22,85,0,0,14 Days +
2020-03-30,45,2020-06-22,84,0,0,14 Days +
2020-03-31,48,2020-06-22,83,0,0,14 Days +
2020-04-01,53,2020-06-22,82,0,0,14 Days +
2020-04-02,70,2020-06-22,81,0,0,14 Days +
2020-04-03,80,2020-06-22,80,1,0.0126582278481013,14 Days +
2020-04-04,70,2020-06-22,79,0,0,14 Days +
2020-04-05,85,2020-06-22,78,-1,-0.0116279069767442,14 Days +
2020-04-06,90,2020-06-22,77,0,0,14 Days +
2020-04-07,84,2020-06-22,76,0,0,14 Days +
2020-04-08,115,2020-06-22,75,0,0,14 Days +
2020-04-09,86,2020-06-22,74,0,0,14 Days +
2020-04-10,90,2020-06-22,73,0,0,14 Days +
2020-04-11,103,2020-06-22,72,0,0,14 Days +
2020-04-12,97,2020-06-22,71,0,0,14 Days +
2020-04-13,85,2020-06-22,70,0,0,14 Days +
2020-04-14,91,2020-06-22,69,0,0,14 Days +
2020-04-15,115,2020-06-22,68,0,0,14 Days +
2020-04-16,111,2020-06-22,67,0,0,14 Days +
2020-04-17,82,2020-06-22,66,0,0,14 Days +
2020-04-18,86,2020-06-22,65,0,0,14 Days +
2020-04-19,88,2020-06-22,64,0,0,14 Days +
2020-04-20,85,2020-06-22,63,0,0,14 Days +
2020-04-21,62,2020-06-22,62,0,0,14 Days +
2020-04-22,77,2020-06-22,61,0,0,14 Days +
2020-04-23,86,2020-06-22,60,0,0,14 Days +
2020-04-24,89,2020-06-22,59,0,0,14 Days +
2020-04-25,73,2020-06-22,58,0,0,14 Days +
2020-04-26,75,2020-06-22,57,0,0,14 Days +
2020-04-27,73,2020-06-22,56,0,0,14 Days +
2020-04-28,82,2020-06-22,55,0,0,14 Days +
2020-04-29,83,2020-06-22,54,0,0,14 Days +
2020-04-30,78,2020-06-22,53,0,0,14 Days +
2020-05-01,78,2020-06-22,52,0,0,14 Days +
2020-05-02,73,2020-06-22,51,0,0,14 Days +
2020-05-03,75,2020-06-22,50,0,0,14 Days +
2020-05-04,84,2020-06-22,49,0,0,14 Days +
2020-05-05,72,2020-06-22,48,0,0,14 Days +
2020-05-06,73,2020-06-22,47,0,0,14 Days +
2020-05-07,80,2020-06-22,46,0,0,14 Days +
2020-05-08,60,2020-06-22,45,0,0,14 Days +
2020-05-09,67,2020-06-22,44,0,0,14 Days +
2020-05-10,74,2020-06-22,43,0,0,14 Days +
2020-05-11,64,2020-06-22,42,0,0,14 Days +
2020-05-12,60,2020-06-22,41,0,0,14 Days +
2020-05-13,51,2020-06-22,40,0,0,14 Days +
2020-05-14,47,2020-06-22,39,0,0,14 Days +
2020-05-15,57,2020-06-22,38,0,0,14 Days +
2020-05-16,48,2020-06-22,37,0,0,14 Days +
2020-05-17,53,2020-06-22,36,0,0,14 Days +
2020-05-18,61,2020-06-22,35,0,0,14 Days +
2020-05-19,39,2020-06-22,34,0,0,14 Days +
2020-05-20,54,2020-06-22,33,0,0,14 Days +
2020-05-21,53,2020-06-22,32,1,0.0192307692307692,14 Days +
2020-05-22,54,2020-06-22,31,0,0,14 Days +
2020-05-23,56,2020-06-22,30,0,0,14 Days +
2020-05-24,43,2020-06-22,29,0,0,14 Days +
2020-05-25,41,2020-06-22,28,0,0,14 Days +
2020-05-26,28,2020-06-22,27,1,0.037037037037037,14 Days +
2020-05-27,38,2020-06-22,26,-1,-0.0256410256410257,14 Days +
2020-05-28,40,2020-06-22,25,1,0.0256410256410256,14 Days +
2020-05-29,40,2020-06-22,24,0,0,14 Days +
2020-05-30,39,2020-06-22,23,1,0.0263157894736843,14 Days +
2020-05-31,44,2020-06-22,22,1,0.0232558139534884,14 Days +
2020-06-01,41,2020-06-22,21,1,0.0249999999999999,14 Days +
2020-06-02,35,2020-06-22,20,-1,-0.0277777777777778,14 Days +
2020-06-03,26,2020-06-22,19,2,0.0833333333333333,14 Days +
2020-06-04,45,2020-06-22,18,1,0.0227272727272727,14 Days +
2020-06-05,37,2020-06-22,17,0,0,14 Days +
2020-06-06,27,2020-06-22,16,1,0.0384615384615385,14 Days +
2020-06-07,33,2020-06-22,15,-1,-0.0294117647058824,14 Days +
2020-06-08,37,2020-06-22,14,0,0,14 Days +
2020-06-09,33,2020-06-22,13,1,0.03125,7-13 Days
2020-06-10,36,2020-06-22,12,5,0.161290322580645,7-13 Days
2020-06-11,27,2020-06-22,11,5,0.227272727272727,7-13 Days
2020-06-12,24,2020-06-22,10,10,0.714285714285714,7-13 Days
2020-06-13,22,2020-06-22,9,10,0.833333333333333,7-13 Days
2020-06-14,18,2020-06-22,8,4,0.285714285714286,7-13 Days
2020-06-15,17,2020-06-22,7,6,0.545454545454545,7-13 Days
2020-06-16,13,2020-06-22,6,5,0.625,5-6 Days
2020-06-17,8,2020-06-22,5,4,1,5-6 Days
2020-06-18,3,2020-06-22,4,3,,3-4 Days
2020-06-19,1,2020-06-22,3,1,,3-4 Days
2020-06-20,4,2020-06-22,2,4,,2 Days
2020-06-21,2,2020-06-22,1,2,,1 Day
2020-06-22,1,2020-06-22,0,1,,Same day
,10,2020-06-23,,,,No Data
2020-03-01,0,2020-06-23,114,0,0,14 Days +
2020-03-02,0,2020-06-23,113,0,0,14 Days +
2020-03-03,0,2020-06-23,112,0,0,14 Days +
2020-03-04,0,2020-06-23,111,0,0,14 Days +
2020-03-05,0,2020-06-23,110,0,0,14 Days +
2020-03-06,0,2020-06-23,109,0,0,14 Days +
2020-03-07,0,2020-06-23,108,0,0,14 Days +
2020-03-08,0,2020-06-23,107,0,0,14 Days +
2020-03-09,0,2020-06-23,106,0,0,14 Days +
2020-03-10,0,2020-06-23,105,0,0,14 Days +
2020-03-11,1,2020-06-23,104,0,0,14 Days +
2020-03-12,0,2020-06-23,103,0,0,14 Days +
2020-03-13,1,2020-06-23,102,0,0,14 Days +
2020-03-14,1,2020-06-23,101,0,0,14 Days +
2020-03-15,2,2020-06-23,100,0,0,14 Days +
2020-03-16,2,2020-06-23,99,0,0,14 Days +
2020-03-17,1,2020-06-23,98,0,0,14 Days +
2020-03-18,6,2020-06-23,97,0,0,14 Days +
2020-03-19,7,2020-06-23,96,0,0,14 Days +
2020-03-20,9,2020-06-23,95,0,0,14 Days +
2020-03-21,8,2020-06-23,94,0,0,14 Days +
2020-03-22,11,2020-06-23,93,0,0,14 Days +
2020-03-23,11,2020-06-23,92,0,0,14 Days +
2020-03-24,21,2020-06-23,91,0,0,14 Days +
2020-03-25,22,2020-06-23,90,0,0,14 Days +
2020-03-26,31,2020-06-23,89,0,0,14 Days +
2020-03-27,32,2020-06-23,88,0,0,14 Days +
2020-03-28,35,2020-06-23,87,0,0,14 Days +
2020-03-29,38,2020-06-23,86,0,0,14 Days +
2020-03-30,45,2020-06-23,85,0,0,14 Days +
2020-03-31,48,2020-06-23,84,0,0,14 Days +
2020-04-01,53,2020-06-23,83,0,0,14 Days +
2020-04-02,70,2020-06-23,82,0,0,14 Days +
2020-04-03,80,2020-06-23,81,0,0,14 Days +
2020-04-04,70,2020-06-23,80,0,0,14 Days +
2020-04-05,85,2020-06-23,79,0,0,14 Days +
2020-04-06,90,2020-06-23,78,0,0,14 Days +
2020-04-07,84,2020-06-23,77,0,0,14 Days +
2020-04-08,115,2020-06-23,76,0,0,14 Days +
2020-04-09,86,2020-06-23,75,0,0,14 Days +
2020-04-10,90,2020-06-23,74,0,0,14 Days +
2020-04-11,103,2020-06-23,73,0,0,14 Days +
2020-04-12,97,2020-06-23,72,0,0,14 Days +
2020-04-13,85,2020-06-23,71,0,0,14 Days +
2020-04-14,91,2020-06-23,70,0,0,14 Days +
2020-04-15,115,2020-06-23,69,0,0,14 Days +
2020-04-16,111,2020-06-23,68,0,0,14 Days +
2020-04-17,82,2020-06-23,67,0,0,14 Days +
2020-04-18,86,2020-06-23,66,0,0,14 Days +
2020-04-19,88,2020-06-23,65,0,0,14 Days +
2020-04-20,85,2020-06-23,64,0,0,14 Days +
2020-04-21,62,2020-06-23,63,0,0,14 Days +
2020-04-22,77,2020-06-23,62,0,0,14 Days +
2020-04-23,86,2020-06-23,61,0,0,14 Days +
2020-04-24,89,2020-06-23,60,0,0,14 Days +
2020-04-25,73,2020-06-23,59,0,0,14 Days +
2020-04-26,75,2020-06-23,58,0,0,14 Days +
2020-04-27,73,2020-06-23,57,0,0,14 Days +
2020-04-28,82,2020-06-23,56,0,0,14 Days +
2020-04-29,83,2020-06-23,55,0,0,14 Days +
2020-04-30,78,2020-06-23,54,0,0,14 Days +
2020-05-01,78,2020-06-23,53,0,0,14 Days +
2020-05-02,73,2020-06-23,52,0,0,14 Days +
2020-05-03,75,2020-06-23,51,0,0,14 Days +
2020-05-04,84,2020-06-23,50,0,0,14 Days +
2020-05-05,72,2020-06-23,49,0,0,14 Days +
2020-05-06,73,2020-06-23,48,0,0,14 Days +
2020-05-07,80,2020-06-23,47,0,0,14 Days +
2020-05-08,60,2020-06-23,46,0,0,14 Days +
2020-05-09,67,2020-06-23,45,0,0,14 Days +
2020-05-10,74,2020-06-23,44,0,0,14 Days +
2020-05-11,64,2020-06-23,43,0,0,14 Days +
2020-05-12,61,2020-06-23,42,1,0.0166666666666666,14 Days +
2020-05-13,50,2020-06-23,41,-1,-0.0196078431372549,14 Days +
2020-05-14,47,2020-06-23,40,0,0,14 Days +
2020-05-15,57,2020-06-23,39,0,0,14 Days +
2020-05-16,48,2020-06-23,38,0,0,14 Days +
2020-05-17,53,2020-06-23,37,0,0,14 Days +
2020-05-18,61,2020-06-23,36,0,0,14 Days +
2020-05-19,39,2020-06-23,35,0,0,14 Days +
2020-05-20,54,2020-06-23,34,0,0,14 Days +
2020-05-21,53,2020-06-23,33,0,0,14 Days +
2020-05-22,54,2020-06-23,32,0,0,14 Days +
2020-05-23,56,2020-06-23,31,0,0,14 Days +
2020-05-24,43,2020-06-23,30,0,0,14 Days +
2020-05-25,41,2020-06-23,29,0,0,14 Days +
2020-05-26,28,2020-06-23,28,0,0,14 Days +
2020-05-27,38,2020-06-23,27,0,0,14 Days +
2020-05-28,40,2020-06-23,26,0,0,14 Days +
2020-05-29,40,2020-06-23,25,0,0,14 Days +
2020-05-30,39,2020-06-23,24,0,0,14 Days +
2020-05-31,45,2020-06-23,23,1,0.0227272727272727,14 Days +
2020-06-01,40,2020-06-23,22,-1,-0.024390243902439,14 Days +
2020-06-02,35,2020-06-23,21,0,0,14 Days +
2020-06-03,26,2020-06-23,20,0,0,14 Days +
2020-06-04,45,2020-06-23,19,0,0,14 Days +
2020-06-05,37,2020-06-23,18,0,0,14 Days +
2020-06-06,27,2020-06-23,17,0,0,14 Days +
2020-06-07,33,2020-06-23,16,0,0,14 Days +
2020-06-08,37,2020-06-23,15,0,0,14 Days +
2020-06-09,33,2020-06-23,14,0,0,14 Days +
2020-06-10,37,2020-06-23,13,1,0.0277777777777777,7-13 Days
2020-06-11,28,2020-06-23,12,1,0.037037037037037,7-13 Days
2020-06-12,25,2020-06-23,11,1,0.0416666666666667,7-13 Days
2020-06-13,23,2020-06-23,10,1,0.0454545454545454,7-13 Days
2020-06-14,21,2020-06-23,9,3,0.166666666666667,7-13 Days
2020-06-15,23,2020-06-23,8,6,0.352941176470588,7-13 Days
2020-06-16,14,2020-06-23,7,1,0.0769230769230769,7-13 Days
2020-06-17,15,2020-06-23,6,7,0.875,5-6 Days
2020-06-18,5,2020-06-23,5,2,0.666666666666667,5-6 Days
2020-06-19,6,2020-06-23,4,5,5,3-4 Days
2020-06-20,7,2020-06-23,3,3,0.75,3-4 Days
2020-06-21,3,2020-06-23,2,1,0.5,2 Days
2020-06-22,6,2020-06-23,1,5,5,1 Day
2020-06-23,2,2020-06-23,0,2,,Same day
,11,2020-06-24,,,,No Data
2020-03-01,0,2020-06-24,115,0,0,14 Days +
2020-03-02,0,2020-06-24,114,0,0,14 Days +
2020-03-03,0,2020-06-24,113,0,0,14 Days +
2020-03-04,0,2020-06-24,112,0,0,14 Days +
2020-03-05,0,2020-06-24,111,0,0,14 Days +
2020-03-06,0,2020-06-24,110,0,0,14 Days +
2020-03-07,0,2020-06-24,109,0,0,14 Days +
2020-03-08,0,2020-06-24,108,0,0,14 Days +
2020-03-09,0,2020-06-24,107,0,0,14 Days +
2020-03-10,0,2020-06-24,106,0,0,14 Days +
2020-03-11,1,2020-06-24,105,0,0,14 Days +
2020-03-12,0,2020-06-24,104,0,0,14 Days +
2020-03-13,1,2020-06-24,103,0,0,14 Days +
2020-03-14,1,2020-06-24,102,0,0,14 Days +
2020-03-15,2,2020-06-24,101,0,0,14 Days +
2020-03-16,2,2020-06-24,100,0,0,14 Days +
2020-03-17,1,2020-06-24,99,0,0,14 Days +
2020-03-18,6,2020-06-24,98,0,0,14 Days +
2020-03-19,7,2020-06-24,97,0,0,14 Days +
2020-03-20,9,2020-06-24,96,0,0,14 Days +
2020-03-21,8,2020-06-24,95,0,0,14 Days +
2020-03-22,11,2020-06-24,94,0,0,14 Days +
2020-03-23,11,2020-06-24,93,0,0,14 Days +
2020-03-24,21,2020-06-24,92,0,0,14 Days +
2020-03-25,22,2020-06-24,91,0,0,14 Days +
2020-03-26,31,2020-06-24,90,0,0,14 Days +
2020-03-27,32,2020-06-24,89,0,0,14 Days +
2020-03-28,35,2020-06-24,88,0,0,14 Days +
2020-03-29,38,2020-06-24,87,0,0,14 Days +
2020-03-30,45,2020-06-24,86,0,0,14 Days +
2020-03-31,48,2020-06-24,85,0,0,14 Days +
2020-04-01,53,2020-06-24,84,0,0,14 Days +
2020-04-02,70,2020-06-24,83,0,0,14 Days +
2020-04-03,80,2020-06-24,82,0,0,14 Days +
2020-04-04,70,2020-06-24,81,0,0,14 Days +
2020-04-05,85,2020-06-24,80,0,0,14 Days +
2020-04-06,90,2020-06-24,79,0,0,14 Days +
2020-04-07,84,2020-06-24,78,0,0,14 Days +
2020-04-08,115,2020-06-24,77,0,0,14 Days +
2020-04-09,86,2020-06-24,76,0,0,14 Days +
2020-04-10,90,2020-06-24,75,0,0,14 Days +
2020-04-11,103,2020-06-24,74,0,0,14 Days +
2020-04-12,97,2020-06-24,73,0,0,14 Days +
2020-04-13,85,2020-06-24,72,0,0,14 Days +
2020-04-14,91,2020-06-24,71,0,0,14 Days +
2020-04-15,115,2020-06-24,70,0,0,14 Days +
2020-04-16,111,2020-06-24,69,0,0,14 Days +
2020-04-17,82,2020-06-24,68,0,0,14 Days +
2020-04-18,86,2020-06-24,67,0,0,14 Days +
2020-04-19,88,2020-06-24,66,0,0,14 Days +
2020-04-20,85,2020-06-24,65,0,0,14 Days +
2020-04-21,62,2020-06-24,64,0,0,14 Days +
2020-04-22,77,2020-06-24,63,0,0,14 Days +
2020-04-23,86,2020-06-24,62,0,0,14 Days +
2020-04-24,89,2020-06-24,61,0,0,14 Days +
2020-04-25,73,2020-06-24,60,0,0,14 Days +
2020-04-26,75,2020-06-24,59,0,0,14 Days +
2020-04-27,73,2020-06-24,58,0,0,14 Days +
2020-04-28,82,2020-06-24,57,0,0,14 Days +
2020-04-29,83,2020-06-24,56,0,0,14 Days +
2020-04-30,78,2020-06-24,55,0,0,14 Days +
2020-05-01,78,2020-06-24,54,0,0,14 Days +
2020-05-02,73,2020-06-24,53,0,0,14 Days +
2020-05-03,75,2020-06-24,52,0,0,14 Days +
2020-05-04,84,2020-06-24,51,0,0,14 Days +
2020-05-05,72,2020-06-24,50,0,0,14 Days +
2020-05-06,73,2020-06-24,49,0,0,14 Days +
2020-05-07,80,2020-06-24,48,0,0,14 Days +
2020-05-08,60,2020-06-24,47,0,0,14 Days +
2020-05-09,67,2020-06-24,46,0,0,14 Days +
2020-05-10,74,2020-06-24,45,0,0,14 Days +
2020-05-11,64,2020-06-24,44,0,0,14 Days +
2020-05-12,61,2020-06-24,43,0,0,14 Days +
2020-05-13,50,2020-06-24,42,0,0,14 Days +
2020-05-14,47,2020-06-24,41,0,0,14 Days +
2020-05-15,57,2020-06-24,40,0,0,14 Days +
2020-05-16,48,2020-06-24,39,0,0,14 Days +
2020-05-17,53,2020-06-24,38,0,0,14 Days +
2020-05-18,61,2020-06-24,37,0,0,14 Days +
2020-05-19,39,2020-06-24,36,0,0,14 Days +
2020-05-20,54,2020-06-24,35,0,0,14 Days +
2020-05-21,53,2020-06-24,34,0,0,14 Days +
2020-05-22,54,2020-06-24,33,0,0,14 Days +
2020-05-23,56,2020-06-24,32,0,0,14 Days +
2020-05-24,43,2020-06-24,31,0,0,14 Days +
2020-05-25,41,2020-06-24,30,0,0,14 Days +
2020-05-26,28,2020-06-24,29,0,0,14 Days +
2020-05-27,38,2020-06-24,28,0,0,14 Days +
2020-05-28,40,2020-06-24,27,0,0,14 Days +
2020-05-29,40,2020-06-24,26,0,0,14 Days +
2020-05-30,39,2020-06-24,25,0,0,14 Days +
2020-05-31,45,2020-06-24,24,0,0,14 Days +
2020-06-01,40,2020-06-24,23,0,0,14 Days +
2020-06-02,36,2020-06-24,22,1,0.0285714285714285,14 Days +
2020-06-03,26,2020-06-24,21,0,0,14 Days +
2020-06-04,45,2020-06-24,20,0,0,14 Days +
2020-06-05,37,2020-06-24,19,0,0,14 Days +
2020-06-06,27,2020-06-24,18,0,0,14 Days +
2020-06-07,33,2020-06-24,17,0,0,14 Days +
2020-06-08,38,2020-06-24,16,1,0.027027027027027,14 Days +
2020-06-09,34,2020-06-24,15,1,0.0303030303030303,14 Days +
2020-06-10,38,2020-06-24,14,1,0.027027027027027,14 Days +
2020-06-11,33,2020-06-24,13,5,0.178571428571429,7-13 Days
2020-06-12,27,2020-06-24,12,2,0.0800000000000001,7-13 Days
2020-06-13,31,2020-06-24,11,8,0.347826086956522,7-13 Days
2020-06-14,21,2020-06-24,10,0,0,7-13 Days
2020-06-15,25,2020-06-24,9,2,0.0869565217391304,7-13 Days
2020-06-16,21,2020-06-24,8,7,0.5,7-13 Days
2020-06-17,20,2020-06-24,7,5,0.333333333333333,7-13 Days
2020-06-18,9,2020-06-24,6,4,0.8,5-6 Days
2020-06-19,6,2020-06-24,5,0,0,5-6 Days
2020-06-20,11,2020-06-24,4,4,0.571428571428571,3-4 Days
2020-06-21,5,2020-06-24,3,2,0.666666666666667,3-4 Days
2020-06-22,7,2020-06-24,2,1,0.166666666666667,2 Days
2020-06-23,4,2020-06-24,1,2,1,1 Day
2020-06-24,1,2020-06-24,0,1,,Same day
,11,2020-06-25,,,,No Data
2020-03-01,0,2020-06-25,116,0,0,14 Days +
2020-03-02,0,2020-06-25,115,0,0,14 Days +
2020-03-03,0,2020-06-25,114,0,0,14 Days +
2020-03-04,0,2020-06-25,113,0,0,14 Days +
2020-03-05,0,2020-06-25,112,0,0,14 Days +
2020-03-06,0,2020-06-25,111,0,0,14 Days +
2020-03-07,0,2020-06-25,110,0,0,14 Days +
2020-03-08,0,2020-06-25,109,0,0,14 Days +
2020-03-09,0,2020-06-25,108,0,0,14 Days +
2020-03-10,0,2020-06-25,107,0,0,14 Days +
2020-03-11,1,2020-06-25,106,0,0,14 Days +
2020-03-12,0,2020-06-25,105,0,0,14 Days +
