publication_date,date,variable,N
2021-03-12,2021-01-02,Number of cases,206
2021-03-12,2021-01-02,Number of deaths,4
2021-03-12,2021-01-02,Number of tests,5684
2021-03-12,2021-01-03,Number of cases,169
2021-03-12,2021-01-03,Number of deaths,3
2021-03-12,2021-01-03,Number of tests,6495
2021-03-12,2021-01-04,Number of cases,399
2021-03-12,2021-01-04,Number of deaths,7
2021-03-12,2021-01-04,Number of tests,10677
2021-03-12,2021-01-05,Number of cases,263
2021-03-12,2021-01-05,Number of deaths,4
2021-03-12,2021-01-05,Number of tests,14981
2021-03-12,2021-01-06,Number of cases,209
2021-03-12,2021-01-06,Number of deaths,3
2021-03-12,2021-01-06,Number of tests,10861
2021-03-12,2021-01-07,Number of cases,332
2021-03-12,2021-01-07,Number of deaths,3
2021-03-12,2021-01-07,Number of tests,8975
2021-03-12,2021-01-08,Number of cases,252
2021-03-12,2021-01-08,Number of deaths,4
2021-03-12,2021-01-08,Number of tests,13740
2021-03-12,2021-01-09,Number of cases,194
2021-03-12,2021-01-09,Number of deaths,2
2021-03-12,2021-01-09,Number of tests,9370
2021-03-12,2021-01-10,Number of cases,186
2021-03-12,2021-01-10,Number of deaths,3
2021-03-12,2021-01-10,Number of tests,6501
2021-03-12,2021-01-11,Number of cases,386
2021-03-12,2021-01-11,Number of deaths,7
2021-03-12,2021-01-11,Number of tests,9375
2021-03-12,2021-01-12,Number of cases,229
2021-03-12,2021-01-12,Number of deaths,9
2021-03-12,2021-01-12,Number of tests,14430
2021-03-12,2021-01-13,Number of cases,259
2021-03-12,2021-01-13,Number of deaths,5
2021-03-12,2021-01-13,Number of tests,12971
2021-03-12,2021-01-14,Number of cases,249
2021-03-12,2021-01-14,Number of deaths,5
2021-03-12,2021-01-14,Number of tests,10759
2021-03-12,2021-01-15,Number of cases,266
2021-03-12,2021-01-15,Number of deaths,1
2021-03-12,2021-01-15,Number of tests,11189
2021-03-12,2021-01-16,Number of cases,171
2021-03-12,2021-01-16,Number of deaths,1
2021-03-12,2021-01-16,Number of tests,9327
2021-03-12,2021-01-17,Number of cases,196
2021-03-12,2021-01-17,Number of deaths,0
2021-03-12,2021-01-17,Number of tests,5160
2021-03-12,2021-01-18,Number of cases,448
2021-03-12,2021-01-18,Number of deaths,1
2021-03-12,2021-01-18,Number of tests,9367
2021-03-12,2021-01-19,Number of cases,342
2021-03-12,2021-01-19,Number of deaths,4
2021-03-12,2021-01-19,Number of tests,16872
2021-03-12,2021-01-20,Number of cases,406
2021-03-12,2021-01-20,Number of deaths,13
2021-03-12,2021-01-20,Number of tests,15794
2021-03-12,2021-01-21,Number of cases,376
2021-03-12,2021-01-21,Number of deaths,4
2021-03-12,2021-01-21,Number of tests,15746
2021-03-12,2021-01-22,Number of cases,361
2021-03-12,2021-01-22,Number of deaths,2
2021-03-12,2021-01-22,Number of tests,16859
2021-03-12,2021-01-23,Number of cases,168
2021-03-12,2021-01-23,Number of deaths,2
2021-03-12,2021-01-23,Number of tests,11627
2021-03-12,2021-01-24,Number of cases,245
2021-03-12,2021-01-24,Number of deaths,2
2021-03-12,2021-01-24,Number of tests,8716
2021-03-12,2021-01-25,Number of cases,605
2021-03-12,2021-01-25,Number of deaths,5
2021-03-12,2021-01-25,Number of tests,11433
2021-03-12,2021-01-26,Number of cases,397
2021-03-12,2021-01-26,Number of deaths,3
2021-03-12,2021-01-26,Number of tests,20079
2021-03-12,2021-01-27,Number of cases,383
2021-03-12,2021-01-27,Number of deaths,0
2021-03-12,2021-01-27,Number of tests,16664
2021-03-12,2021-01-28,Number of cases,435
2021-03-12,2021-01-28,Number of deaths,1
2021-03-12,2021-01-28,Number of tests,16570
2021-03-12,2021-01-29,Number of cases,375
2021-03-12,2021-01-29,Number of deaths,4
2021-03-12,2021-01-29,Number of tests,18656
2021-03-12,2021-01-30,Number of cases,232
2021-03-12,2021-01-30,Number of deaths,1
2021-03-12,2021-01-30,Number of tests,12367
2021-03-12,2021-01-31,Number of cases,272
2021-03-12,2021-01-31,Number of deaths,0
2021-03-12,2021-01-31,Number of tests,10583
2021-03-12,2021-02-01,Number of cases,532
2021-03-12,2021-02-01,Number of deaths,6
2021-03-12,2021-02-01,Number of tests,12807
2021-03-12,2021-02-02,Number of cases,395
2021-03-12,2021-02-02,Number of deaths,2
2021-03-12,2021-02-02,Number of tests,19599
2021-03-12,2021-02-03,Number of cases,441
2021-03-12,2021-02-03,Number of deaths,2
2021-03-12,2021-02-03,Number of tests,22802
2021-03-12,2021-02-04,Number of cases,370
2021-03-12,2021-02-04,Number of deaths,1
2021-03-12,2021-02-04,Number of tests,19377
2021-03-12,2021-02-05,Number of cases,367
2021-03-12,2021-02-05,Number of deaths,2
2021-03-12,2021-02-05,Number of tests,17956
2021-03-12,2021-02-06,Number of cases,239
2021-03-12,2021-02-06,Number of deaths,0
2021-03-12,2021-02-06,Number of tests,14083
2021-03-12,2021-02-07,Number of cases,263
2021-03-12,2021-02-07,Number of deaths,2
2021-03-12,2021-02-07,Number of tests,9047
2021-03-12,2021-02-08,Number of cases,459
2021-03-12,2021-02-08,Number of deaths,5
2021-03-12,2021-02-08,Number of tests,13939
2021-03-12,2021-02-09,Number of cases,371
2021-03-12,2021-02-09,Number of deaths,0
2021-03-12,2021-02-09,Number of tests,21872
2021-03-12,2021-02-10,Number of cases,383
2021-03-12,2021-02-10,Number of deaths,4
2021-03-12,2021-02-10,Number of tests,20659
2021-03-12,2021-02-11,Number of cases,356
2021-03-12,2021-02-11,Number of deaths,1
2021-03-12,2021-02-11,Number of tests,18718
2021-03-12,2021-02-12,Number of cases,418
2021-03-12,2021-02-12,Number of deaths,2
2021-03-12,2021-02-12,Number of tests,18379
2021-03-12,2021-02-13,Number of cases,277
2021-03-12,2021-02-13,Number of deaths,3
2021-03-12,2021-02-13,Number of tests,12799
2021-03-12,2021-02-14,Number of cases,281
2021-03-12,2021-02-14,Number of deaths,4
2021-03-12,2021-02-14,Number of tests,9815
2021-03-12,2021-02-15,Number of cases,616
2021-03-12,2021-02-15,Number of deaths,1
2021-03-12,2021-02-15,Number of tests,15099
2021-03-12,2021-02-16,Number of cases,513
2021-03-12,2021-02-16,Number of deaths,5
2021-03-12,2021-02-16,Number of tests,21848
2021-03-12,2021-02-17,Number of cases,550
2021-03-12,2021-02-17,Number of deaths,1
2021-03-12,2021-02-17,Number of tests,20716
2021-03-12,2021-02-18,Number of cases,611
2021-03-12,2021-02-18,Number of deaths,2
2021-03-12,2021-02-18,Number of tests,21531
2021-03-12,2021-02-19,Number of cases,572
2021-03-12,2021-02-19,Number of deaths,3
2021-03-12,2021-02-19,Number of tests,19533
2021-03-12,2021-02-20,Number of cases,318
2021-03-12,2021-02-20,Number of deaths,2
2021-03-12,2021-02-20,Number of tests,16029
2021-03-12,2021-02-21,Number of cases,355
2021-03-12,2021-02-21,Number of deaths,1
2021-03-12,2021-02-21,Number of tests,11805
2021-03-12,2021-02-22,Number of cases,622
2021-03-12,2021-02-22,Number of deaths,3
2021-03-12,2021-02-22,Number of tests,21419
2021-03-12,2021-02-23,Number of cases,624
2021-03-12,2021-02-23,Number of deaths,6
2021-03-12,2021-02-23,Number of tests,22908
2021-03-12,2021-02-24,Number of cases,599
2021-03-12,2021-02-24,Number of deaths,2
2021-03-12,2021-02-24,Number of tests,21820
2021-03-12,2021-02-25,Number of cases,619
2021-03-12,2021-02-25,Number of deaths,3
2021-03-12,2021-02-25,Number of tests,22296
2021-03-12,2021-02-26,Number of cases,688
2021-03-12,2021-02-26,Number of deaths,0
2021-03-12,2021-02-26,Number of tests,22057
2021-03-12,2021-02-27,Number of cases,400
2021-03-12,2021-02-27,Number of deaths,1
2021-03-12,2021-02-27,Number of tests,17640
2021-03-12,2021-02-28,Number of cases,421
2021-03-12,2021-02-28,Number of deaths,0
2021-03-12,2021-02-28,Number of tests,9760
2021-03-12,2021-03-01,Number of cases,869
2021-03-12,2021-03-01,Number of deaths,2
2021-03-12,2021-03-01,Number of tests,17913
2021-03-12,2021-03-02,Number of cases,755
2021-03-12,2021-03-02,Number of deaths,0
2021-03-12,2021-03-02,Number of tests,26067
2021-03-12,2021-03-03,Number of cases,739
2021-03-12,2021-03-03,Number of deaths,0
2021-03-12,2021-03-03,Number of tests,23345
2021-03-12,2021-03-04,Number of cases,626
2021-03-12,2021-03-04,Number of deaths,0
2021-03-12,2021-03-04,Number of tests,23229
2021-03-12,2021-03-05,Number of cases,600
2021-03-12,2021-03-05,Number of deaths,0
2021-03-12,2021-03-05,Number of tests,22781
2021-03-12,2021-03-06,Number of cases,431
2021-03-12,2021-03-06,Number of deaths,0
2021-03-12,2021-03-06,Number of tests,19147
2021-03-12,2021-03-07,Number of cases,393
2021-03-12,2021-03-07,Number of deaths,0
2021-03-12,2021-03-07,Number of tests,13239
2021-03-12,2021-03-08,Number of cases,811
2021-03-12,2021-03-08,Number of deaths,0
2021-03-12,2021-03-08,Number of tests,18839
2021-03-12,2021-03-09,Number of cases,637
2021-03-12,2021-03-09,Number of deaths,0
2021-03-12,2021-03-09,Number of tests,20012
2021-03-12,2021-03-10,Number of cases,638
2021-03-12,2021-03-10,Number of deaths,1
2021-03-12,2021-03-10,Number of tests,17199
2021-03-12,2021-03-11,Number of cases,373
2021-03-12,2021-03-11,Number of deaths,0
2021-03-12,2021-03-11,Number of tests,335
2021-03-12,2021-03-12,Number of cases,0
2021-03-12,2021-03-12,Number of deaths,0
2021-03-12,2021-03-12,Number of tests,0
2021-03-13,2020-01-28,Number of cases,1
2021-03-13,2020-01-29,Number of cases,0
2021-03-13,2020-01-30,Number of cases,0
2021-03-13,2020-01-31,Number of cases,0
2021-03-13,2020-02-01,Number of cases,0
2021-03-13,2020-02-02,Number of cases,0
2021-03-13,2020-02-03,Number of cases,0
2021-03-13,2020-02-04,Number of cases,0
2021-03-13,2020-02-05,Number of cases,0
2021-03-13,2020-02-06,Number of cases,0
2021-03-13,2020-02-07,Number of cases,0
2021-03-13,2020-02-08,Number of cases,0
2021-03-13,2020-02-09,Number of cases,0
2021-03-13,2020-02-10,Number of cases,1
2021-03-13,2020-02-11,Number of cases,0
2021-03-13,2020-02-12,Number of cases,0
2021-03-13,2020-02-13,Number of cases,0
2021-03-13,2020-02-14,Number of cases,0
2021-03-13,2020-02-15,Number of cases,0
2021-03-13,2020-02-16,Number of cases,0
2021-03-13,2020-02-17,Number of cases,0
2021-03-13,2020-02-18,Number of cases,0
2021-03-13,2020-02-19,Number of cases,0
2021-03-13,2020-02-20,Number of cases,0
2021-03-13,2020-02-21,Number of cases,0
2021-03-13,2020-02-22,Number of cases,1
2021-03-13,2020-02-23,Number of cases,0
2021-03-13,2020-02-24,Number of cases,0
2021-03-13,2020-02-25,Number of cases,1
2021-03-13,2020-02-26,Number of cases,0
2021-03-13,2020-02-27,Number of cases,1
2021-03-13,2020-02-27,Number of tests,9
2021-03-13,2020-02-28,Number of cases,3
2021-03-13,2020-02-28,Number of tests,358
2021-03-13,2020-02-29,Number of cases,1
2021-03-13,2020-02-29,Number of tests,15
2021-03-13,2020-03-01,Number of cases,1
2021-03-13,2020-03-01,Number of tests,16
2021-03-13,2020-03-02,Number of cases,0
2021-03-13,2020-03-02,Number of tests,26
2021-03-13,2020-03-03,Number of cases,4
2021-03-13,2020-03-03,Number of tests,51
2021-03-13,2020-03-04,Number of cases,6
2021-03-13,2020-03-04,Number of tests,85
2021-03-13,2020-03-05,Number of cases,1
2021-03-13,2020-03-05,Number of tests,80
2021-03-13,2020-03-06,Number of cases,7
2021-03-13,2020-03-06,Number of deaths,1
2021-03-13,2020-03-06,Number of tests,105
2021-03-13,2020-03-07,Number of cases,7
2021-03-13,2020-03-07,Number of deaths,0
2021-03-13,2020-03-07,Number of tests,20
2021-03-13,2020-03-08,Number of cases,9
2021-03-13,2020-03-08,Number of deaths,0
2021-03-13,2020-03-08,Number of tests,14
2021-03-13,2020-03-09,Number of cases,17
2021-03-13,2020-03-09,Number of deaths,0
2021-03-13,2020-03-09,Number of tests,122
2021-03-13,2020-03-10,Number of cases,55
2021-03-13,2020-03-10,Number of deaths,0
2021-03-13,2020-03-10,Number of tests,128
2021-03-13,2020-03-11,Number of cases,76
2021-03-13,2020-03-11,Number of deaths,0
2021-03-13,2020-03-11,Number of tests,163
2021-03-13,2020-03-12,Number of cases,60
2021-03-13,2020-03-12,Number of deaths,0
2021-03-13,2020-03-12,Number of tests,349
2021-03-13,2020-03-13,Number of cases,28
2021-03-13,2020-03-13,Number of deaths,1
2021-03-13,2020-03-13,Number of tests,409
2021-03-13,2020-03-14,Number of cases,29
2021-03-13,2020-03-14,Number of deaths,2
2021-03-13,2020-03-14,Number of tests,595
2021-03-13,2020-03-15,Number of cases,53
2021-03-13,2020-03-15,Number of deaths,0
2021-03-13,2020-03-15,Number of tests,644
2021-03-13,2020-03-16,Number of cases,52
2021-03-13,2020-03-16,Number of deaths,1
2021-03-13,2020-03-16,Number of tests,868
2021-03-13,2020-03-17,Number of cases,47
2021-03-13,2020-03-17,Number of deaths,2
2021-03-13,2020-03-17,Number of tests,1136
2021-03-13,2020-03-18,Number of cases,90
2021-03-13,2020-03-18,Number of deaths,0
2021-03-13,2020-03-18,Number of tests,1025
2021-03-13,2020-03-19,Number of cases,100
2021-03-13,2020-03-19,Number of deaths,1
2021-03-13,2020-03-19,Number of tests,775
2021-03-13,2020-03-20,Number of cases,87
2021-03-13,2020-03-20,Number of deaths,1
2021-03-13,2020-03-20,Number of tests,1286
2021-03-13,2020-03-21,Number of cases,87
2021-03-13,2020-03-21,Number of deaths,2
2021-03-13,2020-03-21,Number of tests,1603
2021-03-13,2020-03-22,Number of cases,78
2021-03-13,2020-03-22,Number of deaths,1
2021-03-13,2020-03-22,Number of tests,1048
2021-03-13,2020-03-23,Number of cases,84
2021-03-13,2020-03-23,Number of deaths,4
2021-03-13,2020-03-23,Number of tests,1316
2021-03-13,2020-03-24,Number of cases,99
2021-03-13,2020-03-24,Number of deaths,1
2021-03-13,2020-03-24,Number of tests,1582
2021-03-13,2020-03-25,Number of cases,104
2021-03-13,2020-03-25,Number of deaths,5
2021-03-13,2020-03-25,Number of tests,1848
2021-03-13,2020-03-26,Number of cases,113
2021-03-13,2020-03-26,Number of deaths,4
2021-03-13,2020-03-26,Number of tests,1837
2021-03-13,2020-03-27,Number of cases,95
2021-03-13,2020-03-27,Number of deaths,2
2021-03-13,2020-03-27,Number of tests,2004
2021-03-13,2020-03-28,Number of cases,77
2021-03-13,2020-03-28,Number of deaths,4
2021-03-13,2020-03-28,Number of tests,1205
2021-03-13,2020-03-29,Number of cases,70
2021-03-13,2020-03-29,Number of deaths,10
2021-03-13,2020-03-29,Number of tests,587
2021-03-13,2020-03-30,Number of cases,129
2021-03-13,2020-03-30,Number of deaths,10
2021-03-13,2020-03-30,Number of tests,1084
2021-03-13,2020-03-31,Number of cases,125
2021-03-13,2020-03-31,Number of deaths,7
2021-03-13,2020-03-31,Number of tests,1131
2021-03-13,2020-04-01,Number of cases,149
2021-03-13,2020-04-01,Number of deaths,4
2021-03-13,2020-04-01,Number of tests,1611
2021-03-13,2020-04-02,Number of cases,161
2021-03-13,2020-04-02,Number of deaths,7
2021-03-13,2020-04-02,Number of tests,2331
2021-03-13,2020-04-03,Number of cases,199
2021-03-13,2020-04-03,Number of deaths,10
2021-03-13,2020-04-03,Number of tests,1691
2021-03-13,2020-04-04,Number of cases,81
2021-03-13,2020-04-04,Number of deaths,7
2021-03-13,2020-04-04,Number of tests,3224
2021-03-13,2020-04-05,Number of cases,122
2021-03-13,2020-04-05,Number of deaths,4
2021-03-13,2020-04-05,Number of tests,1647
2021-03-13,2020-04-06,Number of cases,209
2021-03-13,2020-04-06,Number of deaths,10
2021-03-13,2020-04-06,Number of tests,1971
2021-03-13,2020-04-07,Number of cases,200
2021-03-13,2020-04-07,Number of deaths,18
2021-03-13,2020-04-07,Number of tests,2167
2021-03-13,2020-04-08,Number of cases,138
2021-03-13,2020-04-08,Number of deaths,8
2021-03-13,2020-04-08,Number of tests,3295
2021-03-13,2020-04-09,Number of cases,158
2021-03-13,2020-04-09,Number of deaths,11
2021-03-13,2020-04-09,Number of tests,2549
2021-03-13,2020-04-10,Number of cases,71
2021-03-13,2020-04-10,Number of deaths,3
2021-03-13,2020-04-10,Number of tests,3287
2021-03-13,2020-04-11,Number of cases,75
2021-03-13,2020-04-11,Number of deaths,3
2021-03-13,2020-04-11,Number of tests,1318
2021-03-13,2020-04-12,Number of cases,80
2021-03-13,2020-04-12,Number of deaths,11
2021-03-13,2020-04-12,Number of tests,1589
2021-03-13,2020-04-13,Number of cases,117
2021-03-13,2020-04-13,Number of deaths,14
2021-03-13,2020-04-13,Number of tests,920
2021-03-13,2020-04-14,Number of cases,175
2021-03-13,2020-04-14,Number of deaths,10
2021-03-13,2020-04-14,Number of tests,1225
2021-03-13,2020-04-15,Number of cases,130
2021-03-13,2020-04-15,Number of deaths,14
2021-03-13,2020-04-15,Number of tests,2492
2021-03-13,2020-04-16,Number of cases,120
2021-03-13,2020-04-16,Number of deaths,12
2021-03-13,2020-04-16,Number of tests,3507
2021-03-13,2020-04-17,Number of cases,125
2021-03-13,2020-04-17,Number of deaths,10
2021-03-13,2020-04-17,Number of tests,2710
2021-03-13,2020-04-18,Number of cases,56
2021-03-13,2020-04-18,Number of deaths,0
2021-03-13,2020-04-18,Number of tests,3692
2021-03-13,2020-04-19,Number of cases,67
2021-03-13,2020-04-19,Number of deaths,6
2021-03-13,2020-04-19,Number of tests,2362
2021-03-13,2020-04-20,Number of cases,143
2021-03-13,2020-04-20,Number of deaths,19
2021-03-13,2020-04-20,Number of tests,1844
2021-03-13,2020-04-21,Number of cases,112
2021-03-13,2020-04-21,Number of deaths,4
2021-03-13,2020-04-21,Number of tests,3620
2021-03-13,2020-04-22,Number of cases,124
2021-03-13,2020-04-22,Number of deaths,8
2021-03-13,2020-04-22,Number of tests,4202
2021-03-13,2020-04-23,Number of cases,116
2021-03-13,2020-04-23,Number of deaths,0
2021-03-13,2020-04-23,Number of tests,3664
2021-03-13,2020-04-24,Number of cases,92
2021-03-13,2020-04-24,Number of deaths,3
2021-03-13,2020-04-24,Number of tests,4280
2021-03-13,2020-04-25,Number of cases,76
2021-03-13,2020-04-25,Number of deaths,6
2021-03-13,2020-04-25,Number of tests,3141
2021-03-13,2020-04-26,Number of cases,73
2021-03-13,2020-04-26,Number of deaths,5
2021-03-13,2020-04-26,Number of tests,2485
2021-03-13,2020-04-27,Number of cases,123
2021-03-13,2020-04-27,Number of deaths,1
2021-03-13,2020-04-27,Number of tests,2440
2021-03-13,2020-04-28,Number of cases,139
2021-03-13,2020-04-28,Number of deaths,2
2021-03-13,2020-04-28,Number of tests,3788
2021-03-13,2020-04-29,Number of cases,108
2021-03-13,2020-04-29,Number of deaths,1
2021-03-13,2020-04-29,Number of tests,4450
2021-03-13,2020-04-30,Number of cases,86
2021-03-13,2020-04-30,Number of deaths,4
2021-03-13,2020-04-30,Number of tests,4179
2021-03-13,2020-05-01,Number of cases,48
2021-03-13,2020-05-01,Number of deaths,2
2021-03-13,2020-05-01,Number of tests,3375
2021-03-13,2020-05-02,Number of cases,58
2021-03-13,2020-05-02,Number of deaths,4
2021-03-13,2020-05-02,Number of tests,1483
2021-03-13,2020-05-03,Number of cases,61
2021-03-13,2020-05-03,Number of deaths,3
2021-03-13,2020-05-03,Number of tests,1649
2021-03-13,2020-05-04,Number of cases,133
2021-03-13,2020-05-04,Number of deaths,8
2021-03-13,2020-05-04,Number of tests,1767
2021-03-13,2020-05-05,Number of cases,125
2021-03-13,2020-05-05,Number of deaths,4
2021-03-13,2020-05-05,Number of tests,3771
2021-03-13,2020-05-06,Number of cases,95
2021-03-13,2020-05-06,Number of deaths,3
2021-03-13,2020-05-06,Number of tests,3808
2021-03-13,2020-05-07,Number of cases,108
2021-03-13,2020-05-07,Number of deaths,8
2021-03-13,2020-05-07,Number of tests,3832
2021-03-13,2020-05-08,Number of cases,81
2021-03-13,2020-05-08,Number of deaths,1
2021-03-13,2020-05-08,Number of tests,3322
2021-03-13,2020-05-09,Number of cases,47
2021-03-13,2020-05-09,Number of deaths,3
2021-03-13,2020-05-09,Number of tests,2810
2021-03-13,2020-05-10,Number of cases,28
2021-03-13,2020-05-10,Number of deaths,0
2021-03-13,2020-05-10,Number of tests,1819
2021-03-13,2020-05-11,Number of cases,92
2021-03-13,2020-05-11,Number of deaths,1
2021-03-13,2020-05-11,Number of tests,2208
